id,college,campus,code,class_num,seperate,major,class_name,prof,grade,day_place,day_1,place_1,day_2,place_2
2374,전공관련교양,서울,LIBS151,1,교양,생명과학부,일반생물학및연습I 2020 생명과학부 (01~56),김익영 강성만김지현,3(3),월(5) 하나과학관 101호 수(5) 하나과학관 101호,월(5),하나과학관,수(5),하나과학관
2375,문과대학,서울,FRAN437,0,전공선택,불어불문학과,프랑스어실용작문(외국어강의),Simon Kim,3(3),월(3-4) 서관 315호 수(3-4) 서관 315호,월(3-4),서관,수(3-4),서관
2376,선택교양,서울,SPGE220,0,교양,교양교육원,스타트업CampusCEO2.0(I),심경수,3(3),금(2-4) 창의관 B114호,금(2-4),창의관,,
2377,선택교양,서울,SPGE221,0,교양,교양교육원,스타트업CAMPUSCEO2.0(II),정경희,3(3),금(5-6) 창의관 B114호,금(5-6),창의관,,
2378,공과대학,서울,ACEE121,0,전공필수,건축사회환경공학부,건축사회환경공학의미래 (신입생만 수강 가능),최항석,3(3),화(6) 창의관 117호 목(6) 창의관 117호,화(6),창의관,목(6),창의관
2379,공과대학,서울,KECE203,1,전공필수,전기전자공학부,전기회로Ⅰ(영강),정승원,3(3),월(1) 공학관 167호 수(1) 공학관 167호,월(1),공학관,수(1),공학관
2380,1학년세미나,서울,GEKS005,G5,교양,교양교육원,1학년세미나Ⅰ 경제학과,강규호,1(1),미정,미정,미정,,
2381,1학년세미나,서울,GEKS005,G6,교양,교양교육원,1학년세미나Ⅰ 경제학과,이진혁,1(1),미정,미정,미정,,
2382,1학년세미나,서울,GEKS005,G7,교양,교양교육원,1학년세미나Ⅰ 경제학과,조원기,1(1),미정,미정,미정,,
2383,1학년세미나,서울,GEKS005,G8,교양,교양교육원,1학년세미나Ⅰ 경제학과,고강혁,1(1),미정,미정,미정,,
2384,1학년세미나,서울,GEKS005,G9,교양,교양교육원,1학년세미나Ⅰ 경제학과,Tomoo Kikuchi,1(1),미정,미정,미정,,
2385,1학년세미나,서울,GEKS005,GA,교양,교양교육원,1학년세미나Ⅰ 경제학과,어윤종,1(1),미정,미정,미정,,
2386,1학년세미나,서울,GEKS005,GB,교양,교양교육원,1학년세미나Ⅰ 통계학과,허명회,1(1),미정,미정,미정,,
2387,1학년세미나,서울,GEKS005,GC,교양,교양교육원,1학년세미나Ⅰ 통계학과,이재원,1(1),미정,미정,미정,,
2388,1학년세미나,서울,GEKS005,GD,교양,교양교육원,1학년세미나Ⅰ 통계학과,박유성,1(1),미정,미정,미정,,
2389,공과대학,서울,AMSE201,1,전공필수,신소재공학부,물리화학I(영강),이준호,3(3),월(2) 창의관 B114호 수(2) 창의관 B114호,월(2),창의관,수(2),창의관
2390,공과대학,서울,MECH201,1,전공필수,기계공학부,열역학I(영강),정재원,3(3),월(1) 창의관 205호 수(1) 창의관 205호,월(1),창의관,수(1),창의관
2391,공과대학,서울,IMEN204,1,전공선택,산업경영공학부,일반회계및원가계산,신재은,3(3),목(2-4) 하나과학관 지하 120호,목(2-4),하나과학관,,
2392,공과대학,서울,EGRN103,1,전공선택,공과대학,창의설계 (건축사회환경공학부만 수강),유철상,1(2),목(7-8) 공학관 466호,목(7-8),공학관,,
2393,경영대학,서울,BUSS003,0,전공선택,경영학과,Topic Course (전략적기술사업화),김진영,3(3),목(7-9) 현차관 B202호,목(7-9),현대자동차경영관,,
2394,디자인조형학부,서울,ARDE230,0,전공선택,디자인조형학부,인터랙티브컴퓨팅,이태일,3(4),수(5-7) 미디어관 901호,수(5-7),미디어관,,
2395,디자인조형학부,서울,ARDE235,0,전공선택,디자인조형학부,종이&섬유 (융합전공자 수강신청은 수강정정기간부터 가능),정두희,3(4),월(5-7) 미디어관 701호,월(5-7),미디어관,,
2396,디자인조형학부,서울,ARDE270,1,전공필수,디자인조형학부,기초디자인-2D(영강) (융합전공자 수강신청은 수강정정기간부터 가능),김보섭,3(4),월(1-3) 미디어관 902호,월(1-3),미디어관,,
2397,디자인조형학부,서울,ARDE270,2,전공필수,디자인조형학부,기초디자인-2D(영강) (융합전공자 수강신청은 수강정정기간부터 가능),김보섭,3(4),월(5-7) 미디어관 902호,월(5-7),미디어관,,
2398,디자인조형학부,서울,ARDE289,0,전공선택,디자인조형학부,현대미술워크샵,백승현,3(4),금(1-3) 미디어관 701호,금(1-3),미디어관,,
2399,디자인조형학부,서울,ARDE290,0,전공선택,디자인조형학부,회화STUDIO I,김현철,3(4),금(1-3) 미디어관 802B호,금(1-3),미디어관,,
2400,디자인조형학부,서울,ARDE292,0,전공선택,디자인조형학부,전통회화연구I,박현주,3(4),수(5-7) 미디어관 701호,수(5-7),미디어관,,
2401,디자인조형학부,서울,ARDE298,0,전공선택,디자인조형학부,미디어와공간,이종석,3(4),목(5-7) 미디어관 701호,목(5-7),미디어관,,
2402,공과대학,서울,CHBE327,1,전공필수,화공생명공학과,반응공학,이관영,3(3),월(1) 신공학관B101호 수(1) 신공학관B101호,월(1),신공학관,수(1),신공학관
2403,공과대학,서울,CHBE327,2,전공필수,화공생명공학과,반응공학(영강),최정규,3(3),월(1) 신공학관B105호 수(1) 신공학관B105호,월(1),신공학관,수(1),신공학관
2404,공과대학,서울,CHBE329,0,전공선택,화공생명공학과,수치해석,정현욱,3(3),수(3) 창의관 207호 금(2-3) 창의관 207호,수(3),창의관,금(2-3),창의관
2405,공과대학,서울,CHBE339,0,전공선택,화공생명공학과,미생물생명공학,이지원,3(3),화(6) 신공학관B105호 목(6) 신공학관B105호,화(6),신공학관,목(6),신공학관
2406,공과대학,서울,CHBE342,0,전공선택,화공생명공학과,화공재료과학,하정숙,3(3),화(2) 신공학관B101호 목(2) 신공학관B101호,화(2),신공학관,목(2),신공학관
2407,공과대학,서울,CHBE343,0,전공선택,화공생명공학과,응용생화학,오민규,3(3),월(5) 신공학관B104호 수(5) 신공학관B104호,월(5),신공학관,수(5),신공학관
2408,공과대학,서울,CHBE345,0,전공필수,화공생명공학과,화공생명공학연구방법및동향 (3학년 수강가능),최정규,1(2),화(3-4) 신공학관B102호,화(3-4),신공학관,,
2409,공과대학,서울,CHBE347,0,전공선택,화공생명공학과,고분자화학(영강),Anzarul Haque Khan,3(3),수(4) 창의관 116호 금(4-5) 창의관 116호,수(4),창의관,금(4-5),창의관
2410,국제학부,서울,DISS252,0,전공선택,국제학부,국제경제법(영강),안호영,3(3),금(1-2) 국제관 215호,금(1-2),국제관,,
2411,국제학부,서울,DISS261,0,전공선택,국제학부,기술.정보와사회(영강)  ,곽도원,3(3),화(5) 국제관 322호 목(5) 국제관 322호,화(5),국제관,목(5),국제관
2412,국제학부,서울,DISS262,0,전공선택,국제학부,동아시아문명의이해(영강),김선민,3(3),월(6) 국제관 215호 수(6) 국제관 215호,월(6),국제관,수(6),국제관
2413,국제학부,서울,DISS300,0,전공선택,국제학부,인턴쉽I 국제학부생만 수강가능,강문성,2(0),미정,미정,미정,,
2414,국제학부,서울,DISS312,0,전공선택,국제학부,세계화와경제개발(영강),강문성,3(3),월(2) 국제관 322호 수(2) 국제관 322호,월(2),국제관,수(2),국제관
2415,국제학부,서울,DISS320,0,전공선택,국제학부,외교사(영강),김병기,3(3),화(5) 국제관 217호 목(5) 국제관 217호,화(5),국제관,목(5),국제관
2416,국제학부,서울,DISS328,0,전공선택,국제학부,국제관계특강II(영강),손기영,3(3),월(6) 국제관 332호 수(6) 국제관 332호,월(6),국제관,수(6),국제관
2417,공과대학,서울,ARCH229,2,전공필수,건축학과,기초설계Ⅰ(영강),김자영,3(5),월(5-8) 과도관 513호,월(5-8),과학도서관,,
2418,공과대학,서울,ARCH229,3,전공필수,건축학과,기초설계Ⅰ,홍근표,3(5),화(5-8) 과도관 513호,화(5-8),과학도서관,,
2419,공과대학,서울,ARCH229,4,전공필수,건축학과,기초설계Ⅰ(영강),YI CHONG KUL,3(5),금(4-7) 과도관 513호,금(4-7),과학도서관,,
2420,공과대학,서울,ARCH231,1,전공필수,건축학과,디지털스튜디오Ⅰ(영강) 건축CAD실(공학관 712호),하우락,3(4),수(1-3),수(1-3),미정,,
2421,공과대학,서울,ARCH231,2,전공필수,건축학과,디지털스튜디오Ⅰ 건축CAD실(공학관 712호),하우락,3(4),수(5-7),수(5-7),미정,,
2422,공과대학,서울,ARCH311,0,전공선택,건축학과,건축구조계획,음성우,3(3),목(1-2) 과도관 611호,목(1-2),과학도서관,,
2423,공과대학,서울,ARCH325,0,전공필수,건축학과,도시계획및설계(영강),Daniel Oh,3(3),수(2) 아산이학관 536호 금(2) 아산이학관 536호,수(2),아산이학관,금(2),아산이학관
2424,공과대학,서울,ARCH327,0,전공필수,건축학과,건축시공학,이명도,3(3),수(5-6) 과도관 306호,수(5-6),과학도서관,,
2425,문과대학,서울,RUSS485,0,전공선택,노어노문학과,러시아어교과논리및논술,손재은,3(3),화(5) 미디어관 103호 목(5) 미디어관 103호,화(5),미디어관,목(5),미디어관
2426,문과대학,서울,RUSS490,0,전공선택,노어노문학과,러시아예술과문화산업,정영주,3(3),수(2) 미디어관 309호 금(2) 미디어관 309호,수(2),미디어관,금(2),미디어관
2427,문과대학,서울,RUSS492,0,전공선택,노어노문학과,동북아시아와한러관계사,윤성학,3(3),화(6) 교양관 201호 목(6) 교양관 201호,화(6),교양관,목(6),교양관
2428,문과대학,서울,KORE418,0,전공선택,국어국문학과,한국어사강독,장경준,3(3),화(3-4) 서관 401호 목(3-4) 서관 401호,화(3-4),서관,목(3-4),서관
2429,문과대학,서울,KORE425,0,전공선택,국어국문학과,한국어형태론,이영제,3(3),월(5) 교양관 403호 수(5) 교양관 403호,월(5),교양관,수(5),교양관
2430,문과대학,서울,KORE426,0,전공선택,국어국문학과,한국어정책론,정유남,3(3),월(1) 교양관 110호 수(1) 교양관 110호,월(1),교양관,수(1),교양관
2431,전공관련교양,서울,LIBS151,2,교양,생명과학부,일반생물학및연습I 2020 생명과학부 (57~103),김정국 윤봉준윤태중,3(3),월(5) 하나과학관 지하 127호 수(5) 하나과학관 지하 127호,월(5),하나과학관,수(5),하나과학관
2432,전공관련교양,서울,LIBS151,3,교양,생명과학부,일반생물학및연습I 2020 생명공학부 (201~260),고용 박세호임영복,3(3),월(2) 하나과학관 지하 128호 수(2) 하나과학관 지하 128호,월(2),하나과학관,수(2),하나과학관
2433,전공관련교양,서울,LIBS151,4,교양,생명과학부,일반생물학및연습I 2020 생명공학부 (261~321),이철구 김태성윤태중,3(3),월(2) 생명과학관(서관) 201호 수(2) 생명과학관(서관) 201호,월(2),생명과학관서관,수(2),생명과학관서관
2434,전공관련교양,서울,LIBS151,5,교양,생명과학부,일반생물학및연습I 2020 식품공학과 (401~452),옥승한,3(3),화(1) 생명과학관(서관) 201호 목(1) 생명과학관(서관) 201호,화(1),생명과학관서관,목(1),생명과학관서관
2435,전공관련교양,서울,LIBS151,6,교양,생명과학부,일반생물학및연습I 2020 환경생태공학부 (501~572),강지현 이남택,3(3),화(1) 생명과학관(서관) 401호 목(1) 생명과학관(서관) 401호,화(1),생명과학관서관,목(1),생명과학관서관
2436,전공관련교양,서울,LIBS151,7,교양,생명과학부,일반생물학및연습I 이과대학공과대학,김현정,3(3),화(1) 하나과학관 지하 132호 목(1) 하나과학관 지하 132호,화(1),하나과학관,목(1),하나과학관
2437,전공관련교양,서울,LIBS151,8,교양,생명과학부,일반생물학및연습I 2020 의과대학(A),최의주 김태성김지현,3(3),월(6) 생명과학관(서관) 201호 수(6) 생명과학관(서관) 201호,월(6),생명과학관서관,수(6),생명과학관서관
2438,전공관련교양,서울,LIBS151,9,교양,생명과학부,일반생물학및연습I 2020 의과대학(B),김준 한경덕,3(3),월(6) 하나과학관 지하 131호 수(6) 하나과학관 지하 131호,월(6),하나과학관,수(6),하나과학관
2439,공과대학,서울,ACEE123,0,전공선택,건축사회환경공학부,건축시스템의이해,강경인,3(3),월(6-8) 창의관 127호,월(6-8),창의관,,
2440,공과대학,서울,ACEE219,1,전공선택,건축사회환경공학부,환경화학(영강),홍승관,3(3),화(2) 창의관 110호 목(2) 창의관 110호,화(2),창의관,목(2),창의관
2441,공과대학,서울,ACEE219,2,전공선택,건축사회환경공학부,환경화학(영강),안창훈,3(3),화(2) 하나스퀘어 B119호 목(2) 하나스퀘어 B119호,화(2),하나스퀘어,목(2),하나스퀘어
2442,공과대학,서울,ACEE227,1,전공선택,건축사회환경공학부,유체역학및실험,유철상,3(4),월(1) 공학관 466호 수(1) 공학관 466호,월(1),공학관,수(1),공학관
2443,공과대학,서울,ACEE227,2,전공선택,건축사회환경공학부,유체역학및실험(영강),손상영,3(4),월(1) 과도관 615호 수(1) 과도관 615호,월(1),과학도서관,수(1),과학도서관
2444,공과대학,서울,ACEE228,0,전공선택,건축사회환경공학부,구조역학I(영강),공정식,3(4),화(4-5) 과도관 408호 목(5) 과도관 408호,화(4-5),과학도서관,목(5),과학도서관
2445,공과대학,서울,ACEE231,1,전공필수,건축사회환경공학부,공학수학I(영강),이종섭,3(3),월(2) 과도관 409호 수(2) 과도관 409호,월(2),과학도서관,수(2),과학도서관
2446,공과대학,서울,ACEE231,2,전공필수,건축사회환경공학부,공학수학I(영강),정동휘,3(3),월(2) 과도관 408호 수(2) 과도관 408호,월(2),과학도서관,수(2),과학도서관
2447,공과대학,서울,ACEE243,0,전공선택,건축사회환경공학부,재료역학실험,한상윤,1(2),금(7-8) 창의관 127호,금(7-8),창의관,,
2448,공과대학,서울,KECE203,2,전공필수,전기전자공학부,전기회로Ⅰ(영강),최승연,3(3),월(5) 하나과학관 지하 108호 수(5) 하나과학관 지하 108호,월(5),하나과학관,수(5),하나과학관
2449,공과대학,서울,KECE203,3,전공필수,전기전자공학부,전기회로Ⅰ(영강),심재원,3(3),월(5) 생명과학관(서관) 401호 수(5) 생명과학관(서관) 401호,월(5),생명과학관서관,수(5),생명과학관서관
2450,공과대학,서울,KECE203,4,전공필수,전기전자공학부,전기회로Ⅰ(영강),이형민,3(3),월(5) 아산이학관 536호 수(5) 아산이학관 536호,월(5),아산이학관,수(5),아산이학관
2451,공과대학,서울,KECE205,1,전공필수,전기전자공학부,전기회로실험,김문일,1(3),화(6-8) 신공학관106호(실험실),화(6-8),신공학관,,
2452,공과대학,서울,KECE205,2,전공필수,전기전자공학부,전기회로실험(영강),이상빈,1(3),화(6-8) 신공학관107호(실험실),화(6-8),신공학관,,
2453,공과대학,서울,KECE205,3,전공필수,전기전자공학부,전기회로실험,주성관,1(3),화(6-8) 신공학관108호(실험실),화(6-8),신공학관,,
2454,공과대학,서울,KECE205,4,전공필수,전기전자공학부,전기회로실험,심재원,1(3),화(6-8) 신공학관110호(실험실),화(6-8),신공학관,,
2455,1학년세미나,서울,GEKS005,GE,교양,교양교육원,1학년세미나Ⅰ 통계학과,구자용,1(1),미정,미정,미정,,
2456,1학년세미나,서울,GEKS005,GF,교양,교양교육원,1학년세미나Ⅰ 통계학과,송주원,1(1),미정,미정,미정,,
