id,college,campus,code,class_num,seperate,major,class_name,prof,grade,day_place,day_1,place_1,day_2,place_2
1363,ACADEMIC ENGLISH,서울,IFLS011,B8,교양,국제어학원,ACADEMIC ENGLISHⅠ(영강) 중급/생명과학대학 의과대학 이과대학(2020학번 신입생 우선 신청) ,Karl M. Johnson,1(2),화(3) 국제관 511A호 목(3) 국제관 511A호,화(3),국제관,목(3),국제관
1364,ACADEMIC ENGLISH,서울,IFLS011,B9,교양,국제어학원,ACADEMIC ENGLISHⅠ(영강) 중급/간호대학 보건과학대학(2020학번 신입생 우선 신청),David M. Duke,1(2),월(4) 국제관 407A호 수(4) 국제관 407A호,월(4),국제관,수(4),국제관
1365,자유정의진리,서울,GELI001,BB,교양,교양교육원,자유정의진리Ⅰ  ,진은경,3(3),월(2)  수(2),월(2),미정,수(2),미정
1366,자유정의진리,서울,GELI001,BC,교양,교양교육원,자유정의진리Ⅰ  ,최보경,3(3),월(3-4)  수(3-4),월(3-4),미정,수(3-4),미정
1367,자유정의진리,서울,GELI001,BD,교양,교양교육원,자유정의진리Ⅰ  ,최보경,3(3),월(5)  수(5),월(5),미정,수(5),미정
1368,자유정의진리,서울,GELI001,BE,교양,교양교육원,자유정의진리Ⅰ  ,남궁선,3(3),월(6)  수(6),월(6),미정,수(6),미정
1369,자유정의진리,서울,GELI001,BF,교양,교양교육원,자유정의진리Ⅰ  ,남궁선,3(3),월(7-8)  수(7-8),월(7-8),미정,수(7-8),미정
1370,자유정의진리,서울,GELI001,BH,교양,교양교육원,자유정의진리Ⅰ  ,김학찬,3(3),화(2)  목(2),화(2),미정,목(2),미정
1371,자유정의진리,서울,GELI001,BI,교양,교양교육원,자유정의진리Ⅰ  ,유상운,3(3),화(3-4)  목(3-4),화(3-4),미정,목(3-4),미정
1372,자유정의진리,서울,GELI001,BJ,교양,교양교육원,자유정의진리Ⅰ  ,박석인,3(3),화(5)  목(5),화(5),미정,목(5),미정
1373,전공관련교양,서울,EAES153,5,교양,이과대학,지구환경과학실험I 이과대학 수학과 20학번 (1~24),오윤영,1(3),화(7-9) 이학관별관 501A호,화(7-9),이학관별관,,
1374,전공관련교양,서울,EAES153,6,교양,이과대학,지구환경과학실험I 이과대학 수학과 20학번 (25~끝),김진석,1(3),화(7-9) 이학관별관 501B호,화(7-9),이학관별관,,
1375,전공관련교양,서울,EGRN121,0,교양,공과대학,기술창업을위한가상공학실험I (공과대학만 수강),강정원 이재철이병양 오승주손상영 이형민,1(2),금(3-4),금(3-4),미정,,
1376,전공관련교양,서울,EGRN150,1,교양,공과대학,공업역학(영강) (건축사회환경공학부만 수강),이종구,3(3),화(1) 신공학관B104호 목(1) 신공학관B104호,화(1),신공학관,목(1),신공학관
1377,전공관련교양,서울,EGRN151,1,교양,공과대학,컴퓨터언어및실습 (기계공학부만 수강),이병양,3(4),수(7-8) 창의관 110호 금(7-8) 창의관 101호,수(7-8),창의관,금(7-8),창의관
1378,전공관련교양,서울,EGRN151,2,교양,공과대학,컴퓨터언어및실습 (산업경영공학부만 수강),최회련,3(4),목(1-3) 신공학관B113-전산실습실,목(1-3),신공학관,,
1379,전공관련교양,서울,EGRN400,0,교양,공과대학,공학도를위한기업가정신 (공과대학기술창업융합전공 34학년만 수강),백경록,3(3),금(6-8) 창의관 117호,금(6-8),창의관,,
1380,전공관련교양,서울,ENGL107,0,교양,영어영문학과,영어학입문(영강),이진형,3(3),월(6) 서관 132호 수(6) 서관 132호,월(6),서관,수(6),서관
1381,선택교양,서울,PHEK106,5,교양,체육교육과,"소프트볼 체육교육과 수강금지/수업장소: 녹지운동장
",석진영,1(2),화(3-4),화(3-4),미정,,
1382,선택교양,서울,PHEK107,1,교양,체육교육과,골프 수업장소: 골프장,이병엽,1(2),월(5-6),월(5-6),미정,,
1383,선택교양,서울,PHEK107,2,교양,체육교육과,골프 수업장소: 골프장,이병엽,1(2),화(5-6),화(5-6),미정,,
1384,선택교양,서울,PHEK107,3,교양,체육교육과,골프 수업장소: 골프장,이병엽,1(2),금(5-6),금(5-6),미정,,
1385,선택교양,서울,PHEK107,4,교양,체육교육과,골프 수업장소: 골프장,함명환,1(2),월(3-4),월(3-4),미정,,
1386,선택교양,서울,PHEK107,5,교양,체육교육과,골프 수업장소: 골프장,함명환,1(2),화(3-4),화(3-4),미정,,
1387,선택교양,서울,PHEK107,6,교양,체육교육과,골프 수업장소: 골프장,함명환,1(2),수(3-4),수(3-4),미정,,
1388,선택교양,서울,PHEK108,1,교양,체육교육과,볼링 수업장소: 성신볼링장,정원상,1(2),수(1-2) 사대본관 113호,수(1-2),사범대학본관,,
1389,선택교양,서울,PHEK108,2,교양,체육교육과,볼링 수업장소: 성신볼링장,정원상,1(2),수(3-4) 사대본관 113호,수(3-4),사범대학본관,,
1390,사범대학,서울,ELED338,1,전공필수,영어교육과,영어교과교재연구및지도법,허명혜,3(3),금(6-8) 교육관 311호,금(6-8),운초우선교육관,,
1391,사범대학,서울,ELED414,0,전공필수,영어교육과,고급영어작문(영강),Michael Misner,3(3),월(2) 교육관 312호 수(2) 교육관 312호,월(2),운초우선교육관,수(2),운초우선교육관
1392,사범대학,서울,ELED431,0,전공선택,영어교육과,영어멀티미디어교육론,김영미,3(3),금(2-4) 교육관 306호,금(2-4),운초우선교육관,,
1393,사범대학,서울,ELED433,0,전공선택,영어교육과,영어습득론,허명혜,3(3),월(5) 교육관 504호 수(5) 교육관 504호,월(5),운초우선교육관,수(5),운초우선교육관
1394,사범대학,서울,ELED441,0,전공선택,영어교육과,영어극읽기(영강),노애경,3(3),화(2) 교육관 202호 목(2) 교육관 202호,화(2),운초우선교육관,목(2),운초우선교육관
1395,사범대학,서울,ELED442,0,전공선택,영어교육과,영미소설강독(영강),최석무,3(3),화(5) 교육관 403호 목(5) 교육관 403호,화(5),운초우선교육관,목(5),운초우선교육관
1396,사범대학,서울,SAEK249,2,전공선택,체육교육과,수영교수법 체육특기자 외 수강금지,전선영,1(2),목(3-4) 교육관 308호,목(3-4),운초우선교육관,,
1397,사범대학,서울,SAEK252,0,전공선택,체육교육과,테니스교수법 체육특기자 외 수강금지,유정인,1(2),수(3-4) 교육관 403호,수(3-4),운초우선교육관,,
1398,사범대학,서울,SAEK265,0,전공필수,체육교육과,여가레크리에이션교육론 체육특기자 외 수강금지,김매이,3(3),화(1-2) 교육관 301호,화(1-2),운초우선교육관,,
1399,사범대학,서울,SAEK267,0,전공선택,체육교육과,스포츠경영학 체육특기자 외 수강금지,김진세,3(3),목(2-4) 교육관 104호,목(2-4),운초우선교육관,,
1400,사범대학,서울,SAEK270,0,전공선택,체육교육과,구급및안전관리 체육특기자 외 수강금지,서경호,2(2),수(3-4) 교육관 104호,수(3-4),운초우선교육관,,
1401,사범대학,서울,SAEK272,0,전공선택,체육교육과,생활체육론 체육특기자 외 수강금지,전선영,3(3),목(1-2) 교육관 103호,목(1-2),운초우선교육관,,
1402,사범대학,서울,SAEK273,0,전공선택,체육교육과,스쿼시교수법 체육특기자 외 수강금지,서경호,1(2),화(3-4) 교육관 104호,화(3-4),운초우선교육관,,
1403,사범대학,서울,SAEK276,0,전공선택,체육교육과,융복합시대의스포츠진로탐색및교육 체육특기자 외 수강금지/연수관 시청각실 1층,김재진,3(3),목(2-4),목(2-4),미정,,
1404,1학년세미나,서울,GEKS005,CW,교양,교양교육원,1학년세미나Ⅰ 영어영문학과,김기호,1(1),미정,미정,미정,,
1405,1학년세미나,서울,GEKS005,CX,교양,교양교육원,1학년세미나Ⅰ 영어영문학과,전준택,1(1),미정,미정,미정,,
1406,1학년세미나,서울,GEKS005,CY,교양,교양교육원,1학년세미나Ⅰ 영어영문학과,조규형,1(1),미정,미정,미정,,
1407,1학년세미나,서울,GEKS005,CZ,교양,교양교육원,1학년세미나Ⅰ 영어영문학과,김양순,1(1),미정,미정,미정,,
1408,1학년세미나,서울,GEKS005,D1,교양,교양교육원,1학년세미나Ⅰ 영어영문학과,이희경,1(1),미정,미정,미정,,
1409,1학년세미나,서울,GEKS005,D2,교양,교양교육원,1학년세미나Ⅰ 영어영문학과,김정석,1(1),미정,미정,미정,,
1410,1학년세미나,서울,GEKS005,D3,교양,교양교육원,1학년세미나Ⅰ 영어영문학과,김동욱,1(1),미정,미정,미정,,
1411,1학년세미나,서울,GEKS005,D4,교양,교양교육원,1학년세미나Ⅰ 영어영문학과,신혜원,1(1),미정,미정,미정,,
1412,1학년세미나,서울,GEKS005,D5,교양,교양교육원,1학년세미나Ⅰ 영어영문학과,장성현,1(1),미정,미정,미정,,
1413,의과대학,서울,MEDI450,0,전공필수,의학과,피부외감각기,김일환 권순영이승훈 안효현조재구 최준서수홍 이화유화정 서영우엄영섭 윤철민박지혜,2(2),의과대학본관 320호,미정,의과대학본관,,
1414,의과대학,서울,MEDI451,0,전공선택,의학과,예방의학선택임상실습,천병철,2(4),미정,미정,미정,,
1415,의과대학,서울,MEDI455,0,전공필수,의학과,환자·의사·사회III:의사의프로페셔널리즘,이영미 손장욱홍순철 조재구곽정면 김명규최새별 정철웅최혁순 이재민임선영 장우영이영희,1(1),의과대학본관 320호,미정,의과대학본관,,
1416,의과대학,서울,MEDI456,0,전공필수,의학과,의료법규,이은일 윤석준천병철 기명,1(1),의대 제4강의실,미정,의대,,
1417,의과대학,서울,MEDI458,0,전공필수,의학과,법의학,박성환,1(1),의과대학본관 320호,미정,의과대학본관,,
1418,의과대학,서울,MEDI462,0,전공필수,의학과,예방의학II,이은일 최재욱기명,3(3),의과대학본관 320호,미정,의과대학본관,,
1419,ACADEMIC ENGLISH,서울,IFLS011,C0,교양,국제어학원,ACADEMIC ENGLISHⅠ(영강) 중급/간호대학 보건과학대학(2020학번 신입생 우선 신청),Michael D. Blackwood,1(2),월(4) 국제관 512A호 수(4) 국제관 512A호,월(4),국제관,수(4),국제관
1420,ACADEMIC ENGLISH,서울,IFLS011,C1,교양,국제어학원,ACADEMIC ENGLISHⅠ(영강) 중급/간호대학 보건과학대학(2020학번 신입생 우선 신청),David M. Duke,1(2),월(6) 국제관 407A호 수(6) 국제관 407A호,월(6),국제관,수(6),국제관
1421,ACADEMIC ENGLISH,서울,IFLS011,C2,교양,국제어학원,ACADEMIC ENGLISHⅠ(영강) 중급/간호대학 보건과학대학(2020학번 신입생 우선 신청),Zane Carl Ivy,1(2),월(7) 국제관 412호 수(7) 국제관 412호,월(7),국제관,수(7),국제관
1422,ACADEMIC ENGLISH,서울,IFLS011,C3,교양,국제어학원,ACADEMIC ENGLISHⅠ(영강) 중급/간호대학 보건과학대학(2020학번 신입생 우선 신청),David M. Duke,1(2),월(5) 국제관 407A호 수(5) 국제관 407A호,월(5),국제관,수(5),국제관
1423,ACADEMIC ENGLISH,서울,IFLS011,C4,교양,국제어학원,ACADEMIC ENGLISHⅠ(영강) 중급/간호대학 보건과학대학(2020학번 신입생 우선 신청),David M. Duke,1(2),화(4) 국제관 307A호 목(4) 국제관 307A호,화(4),국제관,목(4),국제관
1424,ACADEMIC ENGLISH,서울,IFLS011,C5,교양,국제어학원,ACADEMIC ENGLISHⅠ(영강) 중급/간호대학 보건과학대학(2020학번 신입생 우선 신청),Zane Carl Ivy,1(2),화(4) 국제관 414호 목(4) 국제관 414호,화(4),국제관,목(4),국제관
1425,ACADEMIC ENGLISH,서울,IFLS011,C6,교양,국제어학원,ACADEMIC ENGLISHⅠ(영강) 중급/간호대학 보건과학대학(2020학번 신입생 우선 신청),Michael D. Blackwood,1(2),화(6) 국제관 511A호 목(6) 국제관 511A호,화(6),국제관,목(6),국제관
1426,ACADEMIC ENGLISH,서울,IFLS011,C7,교양,국제어학원,ACADEMIC ENGLISHⅠ(영강) 중급/간호대학 보건과학대학(2020학번 신입생 우선 신청),Zane Carl Ivy,1(2),화(7) 국제관 414호 목(7) 국제관 414호,화(7),국제관,목(7),국제관
1427,ACADEMIC ENGLISH,서울,IFLS011,C8,교양,국제어학원,ACADEMIC ENGLISHⅠ(영강) 중급/간호대학 보건과학대학(2020학번 신입생 우선 신청),David M. Duke,1(2),화(5) 국제관 307A호 목(5) 국제관 307A호,화(5),국제관,목(5),국제관
1428,자유정의진리,서울,GELI001,BK,교양,교양교육원,자유정의진리Ⅰ  ,박석인,3(3),화(6)  목(6),화(6),미정,목(6),미정
1429,자유정의진리,서울,GELI001,BL,교양,교양교육원,자유정의진리Ⅰ  ,최윤,3(3),화(7-8)  목(7-8),화(7-8),미정,목(7-8),미정
1430,자유정의진리,서울,GELI001,CH,교양,교양교육원,자유정의진리Ⅰ  ,공민석,3(3),화(2)  목(2),화(2),미정,목(2),미정
1431,자유정의진리,서울,GELI001,CI,교양,교양교육원,자유정의진리Ⅰ  ,문규민,3(3),화(3-4)  목(3-4),화(3-4),미정,목(3-4),미정
1432,자유정의진리,서울,GELI001,CJ,교양,교양교육원,자유정의진리Ⅰ  ,우준희,3(3),화(5) 교양관 411호 목(5) 교양관 411호,화(5),교양관,목(5),교양관
1433,자유정의진리,서울,GELI001,CK,교양,교양교육원,자유정의진리Ⅰ  ,이유진,3(3),화(6) 교양관 411호 목(6) 교양관 411호,화(6),교양관,목(6),교양관
1434,자유정의진리,서울,GELI001,CL,교양,교양교육원,자유정의진리Ⅰ  ,고운이,3(3),화(7-8)  목(7-8),화(7-8),미정,목(7-8),미정
1435,전공관련교양,서울,ENGL108,0,교양,영어영문학과,영미문학입문,윤희기,3(3),화(1) 서관 202호 목(1) 서관 202호,화(1),서관,목(1),서관
1436,전공관련교양,서울,ENGL171,0,교양,영어영문학과,문화간영어커뮤니케이션(영강),조민영,3(3),금(1-2) 서관 222B호,금(1-2),서관,,
1437,전공관련교양,서울,ENGL173,0,교양,영어영문학과,글로벌리터러시(영강),Kathleen Lee,3(3),목(5-6) 서관 222B호,목(5-6),서관,,
1438,전공관련교양,서울,GEOG151,0,교양,지리교육과,지리학입문,장규진,3(3),화(6-8) 현차관 B301호,화(6-8),현대자동차경영관,,
1439,전공관련교양,서울,HANM141,0,교양,한문학과,초급한문,김광년,3(3),월(6) 법학관구관 207호 수(6) 법학관구관 207호,월(6),법학관구관,수(6),법학관구관
1440,전공관련교양,서울,HANM142,0,교양,한문학과,중급한문,이남면,3(3),월(2) 현차관 B206호 수(2) 현차관 B206호,월(2),현대자동차경영관,수(2),현대자동차경영관
1441,전공관련교양,서울,HEED197,1,교양,가정교육과,결혼과가족,방은정,3(3),화(1) 교양관 207호 목(1) 교양관 207호,화(1),교양관,목(1),교양관
1442,전공관련교양,서울,HEED197,2,교양,가정교육과,결혼과가족,방은정,3(3),화(2) 교양관 207호 목(2) 교양관 207호,화(2),교양관,목(2),교양관
1443,선택교양,서울,PHEK108,3,교양,체육교육과,볼링 수업장소: 성신볼링장,김은혜,1(2),목(3-4) 사대본관 113호,목(3-4),사범대학본관,,
1444,선택교양,서울,PHEK108,4,교양,체육교육과,볼링 수업장소: 성신볼링장,김은혜,1(2),목(5-6) 사대본관 113호,목(5-6),사범대학본관,,
1445,선택교양,서울,PHEK108,5,교양,체육교육과,볼링 수업장소: 성신볼링장,김성규,1(2),화(3-4) 사대본관 113호,화(3-4),사범대학본관,,
1446,선택교양,서울,PHEK110,2,교양,체육교육과,스포츠댄스 수업장소: 화정체육관(에어로빅실),윤정은,1(2),목(3-4),목(3-4),미정,,
1447,선택교양,서울,PHEK110,3,교양,체육교육과,스포츠댄스 수업장소: 화정체육관(에어로빅실),오민경,1(2),월(1-2),월(1-2),미정,,
1448,선택교양,서울,PHEK114,1,교양,체육교육과,빙상 수업장소: 빙상장,김상협,1(2),월(5-6),월(5-6),미정,,
1449,선택교양,서울,PHEK114,2,교양,체육교육과,빙상 수업장소: 빙상장,김상협,1(2),화(5-6),화(5-6),미정,,
1450,선택교양,서울,PHEK114,3,교양,체육교육과,빙상 수업장소: 빙상장,김상협,1(2),수(5-6),수(5-6),미정,,
1451,사범대학,서울,SAEK305,0,전공필수,체육교육과,체육교과교육론 체육특기자 외 수강금지,박정호,3(3),화(1-2) 교육관 103호,화(1-2),운초우선교육관,,
1452,사범대학,서울,SAEK309,0,전공선택,체육교육과,트레이닝방법론 체육특기자 외 수강금지,서경호,3(3),수(1-2) 교육관 403호,수(1-2),운초우선교육관,,
1453,사범대학,서울,SAEK331,0,전공필수,체육교육과,스포츠종목별트레이닝론V 체육특기자 외 수강금지,신호영,1(2),미정,미정,미정,,
1454,사범대학,서울,SAEK333,0,전공필수,체육교육과,대교경기V 체육특기자 외 수강금지,신호영,1(2),미정,미정,미정,,
1455,사범대학,서울,SAEK369,0,전공필수,체육교육과,체육측정및평가 체육특기자 외 수강금지,김대현,3(3),월(2-4) 교육관 104호,월(2-4),운초우선교육관,,
1456,사범대학,서울,SAEK407,0,전공선택,체육교육과,스포츠일어I 체육특기자 외 수강금지,정연길,2(2),화(3-4) 교육관 403호,화(3-4),운초우선교육관,,
1457,사범대학,서울,SAEK414,0,전공선택,체육교육과,보건교육론 체육특기자 외 수강금지,임예현,3(3),월(1-2) 교육관 406A호,월(1-2),운초우선교육관,,
1458,사범대학,서울,SAEK431,0,전공필수,체육교육과,스포츠종목별트레이닝론VII 체육특기자 외 수강금지,정웅교,1(2),미정,미정,미정,,
1459,보건과학대학,서울,KHPM201,0,전공필수,보건정책관리학부,보건정책관리학개론,오하나 김진호김록리 이현실이태노 이준협최만규 이종태정혜주 김혜영김승섭 손민성,3(3),금(1-2) 아산이학관 633호,금(1-2),아산이학관,,
1460,사범대학,서울,EDUC161,0,전공필수,교육학과,교육철학,신창호,3(3),월(6) 교육관 302호 수(6) 교육관 302호,월(6),운초우선교육관,수(6),운초우선교육관
1461,사범대학,서울,KLLE151,0,전공선택,국어교육과,한문학의이해,이창희,3(3),월(5) 교육관 307호 수(5) 교육관 307호,월(5),운초우선교육관,수(5),운초우선교육관
1462,보건과학대학,서울,BSMS201,0,전공선택,바이오시스템의과학부,의생명과학개론 바이오시스템의과학부 2학년 대상강좌,박재용 박제원안준용 김성은임영희 김영순서형주 김인환김희남 홍성회신민정 이하나,3(3),금(5) 하나과학관 지하 127호 금(5-6) 하나과학관 지하 127호,금(5),하나과학관,금(5-6),하나과학관
1463,보건과학대학,서울,KHES211,0,전공선택,보건환경융합과학부,보건환경독성학,최달웅,3(3),화(6) 하나과학관 지하 128호 목(6) 하나과학관 지하 128호,화(6),하나과학관,목(6),하나과학관
1464,보건과학대학,서울,BMED205,1,전공필수,바이오의공학부,공학수학I(영강),최영운,3(3),화(5) 하나과학관 지하 131호 목(5) 하나과학관 지하 131호,화(5),하나과학관,목(5),하나과학관
1465,사범대학,서울,HEED173,0,전공선택,가정교육과,의류학의이해,윤남희,3(3),화(1) 교육관 104호 목(1) 교육관 104호,화(1),운초우선교육관,목(1),운초우선교육관
1466,1학년세미나,서울,GEKS005,D6,교양,교양교육원,1학년세미나Ⅰ 영어영문학과,조민영,1(1),미정,미정,미정,,
1467,1학년세미나,서울,GEKS005,D7,교양,교양교육원,1학년세미나Ⅰ 영어영문학과,최자윤,1(1),미정,미정,미정,,
1468,1학년세미나,서울,GEKS005,D8,교양,교양교육원,1학년세미나Ⅰ 독어독문학과,김재혁,1(1),미정,미정,미정,,
1469,1학년세미나,서울,GEKS005,D9,교양,교양교육원,1학년세미나Ⅰ 독어독문학과,박성철,1(1),미정,미정,미정,,
1470,1학년세미나,서울,GEKS005,DA,교양,교양교육원,1학년세미나Ⅰ 독어독문학과,김용현,1(1),미정,미정,미정,,
1471,1학년세미나,서울,GEKS005,DB,교양,교양교육원,1학년세미나Ⅰ 독어독문학과,신지영,1(1),미정,미정,미정,,
1472,1학년세미나,서울,GEKS005,DC,교양,교양교육원,1학년세미나Ⅰ 불어불문학과,이영훈,1(1),미정,미정,미정,,
1473,보건과학대학,서울,KHRS312,0,전공선택,방사선학과,방사선안전관리학(영강),김기현,3(3),수(5) 하나과학관 653호 목(6) 하나과학관 653호,수(5),하나과학관,목(6),하나과학관
1474,ACADEMIC ENGLISH,서울,IFLS011,C9,교양,국제어학원,ACADEMIC ENGLISHⅠ(영강) 중급/간호대학 보건과학대학(2020학번 신입생 우선 신청),Zane Carl Ivy,1(2),월(5) 국제관 412호 수(5) 국제관 412호,월(5),국제관,수(5),국제관
1475,ACADEMIC ENGLISH,서울,IFLS011,D0,교양,국제어학원,ACADEMIC ENGLISHⅠ(영강) 중급/간호대학 보건과학대학(2020학번 신입생 우선 신청),Zane Carl Ivy,1(2),월(6) 국제관 412호 수(6) 국제관 412호,월(6),국제관,수(6),국제관
1476,ACADEMIC ENGLISH,서울,IFLS011,D1,교양,국제어학원,ACADEMIC ENGLISHⅠ(영강) 중급/간호대학 보건과학대학(2020학번 신입생 우선 신청),Manuel Lara,1(2),월(7) 국제관 108A호 수(7) 국제관 108A호,월(7),국제관,수(7),국제관
1477,ACADEMIC ENGLISH,서울,IFLS011,D2,교양,국제어학원,ACADEMIC ENGLISHⅠ(영강) 중급/간호대학 보건과학대학(2020학번 신입생 우선 신청),David M. Duke,1(2),화(7) 국제관 307A호 목(7) 국제관 307A호,화(7),국제관,목(7),국제관
1478,ACADEMIC ENGLISH,서울,IFLS011,D3,교양,국제어학원,ACADEMIC ENGLISHⅠ(영강) 중급/간호대학 보건과학대학(2020학번 신입생 우선 신청),Manuel Lara,1(2),화(5) 국제관 412호 목(5) 국제관 412호,화(5),국제관,목(5),국제관
1479,ACADEMIC ENGLISH,서울,IFLS011,D4,교양,국제어학원,ACADEMIC ENGLISHⅠ(영강) 중급/간호대학 보건과학대학(2020학번 신입생 우선 신청),Zane Carl Ivy,1(2),화(6) 국제관 414호 목(6) 국제관 414호,화(6),국제관,목(6),국제관
1480,ACADEMIC ENGLISH,서울,IFLS011,D6,교양,국제어학원,ACADEMIC ENGLISHⅠ(영강) 중급/사범대학 디자인조형학부(2020학번 신입생 우선 신청),Karl M. Johnson,1(2),월(2) 국제관 413호 수(2) 국제관 413호,월(2),국제관,수(2),국제관
1481,ACADEMIC ENGLISH,서울,IFLS011,D7,교양,국제어학원,ACADEMIC ENGLISHⅠ(영강) 중급/사범대학 디자인조형학부(2020학번 신입생 우선 신청),Karl M. Johnson,1(2),월(3) 국제관 413호 수(3) 국제관 413호,월(3),국제관,수(3),국제관
1482,자유정의진리,서울,GELI001,DH,교양,교양교육원,자유정의진리Ⅰ  ,류혜원,3(3),화(2) 교양관 410호 목(2) 교양관 410호,화(2),교양관,목(2),교양관
1483,자유정의진리,서울,GELI001,DI,교양,교양교육원,자유정의진리Ⅰ  ,최윤,3(3),화(3-4)  목(3-4),화(3-4),미정,목(3-4),미정
1484,자유정의진리,서울,GELI001,DJ,교양,교양교육원,자유정의진리Ⅰ  ,김한신,3(3),화(5) 교양관 404호 목(5) 교양관 404호,화(5),교양관,목(5),교양관
1485,자유정의진리,서울,GELI001,DK,교양,교양교육원,자유정의진리Ⅰ  ,김한신,3(3),화(6) 교양관 404호 목(6) 교양관 404호,화(6),교양관,목(6),교양관
1486,자유정의진리,서울,GELI001,DL,교양,교양교육원,자유정의진리Ⅰ  ,유상운,3(3),화(7-8)  목(7-8),화(7-8),미정,목(7-8),미정
1487,자유정의진리,서울,GELI003,A1,교양,교양교육원,자유정의진리I (외국인반초급)-신입생 우선 수강신청,이은희,3(3),월(5) 교양관 312호 수(5) 교양관 312호,월(5),교양관,수(5),교양관
1488,자유정의진리,서울,GELI003,B1,교양,교양교육원,자유정의진리I (외국인반중급)-신입생 우선 수강신청,김지혜,3(3),화(2) 교양관 312호 목(2) 교양관 312호,화(2),교양관,목(2),교양관
1489,전공관련교양,서울,HISE131,0,교양,역사교육과,한국역사와문화입문,김경란,2(2),목(7-8) 교육관 302호,목(7-8),운초우선교육관,,
1490,전공관련교양,서울,HISE133,0,교양,역사교육과,일본역사와문화입문,서민교,2(2),화(3-4) L-P 106호,화(3-4),LG포스코경영관,,
1491,전공관련교양,서울,HISE134,0,교양,역사교육과,서양문화사입문,박혜정,2(2),수(7-8) 교육관 102호,수(7-8),운초우선교육관,,
1492,전공관련교양,서울,HOEW153,1,교양,사학과,동아시아사의재조명,박시현,3(3),화(3-4) 서관 315호 목(3-4) 서관 315호,화(3-4),서관,목(3-4),서관
1493,전공관련교양,서울,HOEW153,2,교양,사학과,동아시아사의재조명,박완,3(3),월(7-8) 서관 315호 수(7-8) 서관 315호,월(7-8),서관,수(7-8),서관
1494,전공관련교양,서울,HOEW153,3,교양,사학과,동아시아사의재조명,김현정,3(3),화(2) L-P 108호 목(2) L-P 108호,화(2),LG포스코경영관,목(2),LG포스코경영관
1495,전공관련교양,서울,HOEW153,4,교양,사학과,동아시아사의재조명,김현정,3(3),화(6) 법학관신관 207호 목(6) 법학관신관 207호,화(6),법학관신관,목(6),법학관신관
1496,전공관련교양,서울,HOEW153,5,교양,사학과,동아시아사의재조명,권인용,3(3),화(5) 사대신관 124호 목(5) 사대신관 124호,화(5),사범대학신관,목(5),사범대학신관
1497,전공관련교양,서울,HOEW153,6,교양,사학과,동아시아사의재조명,이완석,3(3),월(6) 아산이학관 111호 수(6) 아산이학관 111호,월(6),아산이학관,수(6),아산이학관
1498,선택교양,서울,PHEK114,4,교양,체육교육과,빙상 수업장소: 빙상장,이병엽,1(2),목(5-6),목(5-6),미정,,
1499,선택교양,서울,PHEK114,5,교양,체육교육과,빙상 수업장소: 빙상장,김상협,1(2),금(5-6),금(5-6),미정,,
1500,선택교양,서울,PHEK118,1,교양,체육교육과,농구 체육교육과 수강금지/수업장소: 체육생활관,이현섭,1(2),금(3-4),금(3-4),미정,,
1501,선택교양,서울,PHEK118,2,교양,체육교육과,농구 체육교육과 수강금지/수업장소: 체육생활관,양재혁,1(2),목(5-6),목(5-6),미정,,
1502,선택교양,서울,PHEK118,3,교양,체육교육과,농구 체육교육과 수강금지/수업장소: 체육생활관,양재혁,1(2),목(7-8),목(7-8),미정,,
1503,선택교양,서울,PHEK118,4,교양,체육교육과,농구 체육교육과 수강금지/수업장소: 체육생활관,전선영,1(2),수(5-6),수(5-6),미정,,
1504,선택교양,서울,PHEK120,1,교양,체육교육과,배드민턴 체육교육과 수강금지/수업장소: 체육생활관,정연길,1(2),화(1-2),화(1-2),미정,,
1505,사범대학,서울,SAEK433,0,전공필수,체육교육과,대교경기VII 체육특기자 외 수강금지,정웅교,1(2),미정,미정,미정,,
1506,사범대학,서울,SAEK465,0,전공필수,체육교육과,스포츠사회학 체육특기자 외 수강금지,이해령,3(3),화(1-2) 교육관 304호,화(1-2),운초우선교육관,,
1507,보건과학대학,서울,KHPM203,0,전공선택,보건정책관리학부,보건통계학개론,김혜영,3(3),수(1-2) 하나과학관 지하 105호,수(1-2),하나과학관,,
1508,보건과학대학,서울,KHPM205,0,전공선택,보건정책관리학부,법과보건정책관리,소재진,3(3),금(5-6) 아산이학관 231호,금(5-6),아산이학관,,
1509,보건과학대학,서울,KHPM213,0,전공선택,보건정책관리학부,보건의료조직관리론,최만규,3(3),화(1-2) 생명과학관(동관) 416호,화(1-2),생명과학관동관,,
1510,보건과학대학,서울,KHPM215,0,전공선택,보건정책관리학부,보건의료정보관리학,이현실,3(3),화(5-6) 하나과학관 102호,화(5-6),하나과학관,,
1511,보건과학대학,서울,KHPM223,0,전공선택,보건정책관리학부,보건의료전산학,이태노,3(3),목(5-6) 하나과학관 지하 117호,목(5-6),하나과학관,,
1512,보건과학대학,서울,KHPM303,0,전공선택,보건정책관리학부,사회역학개론(영강),김승섭,3(3),목(5-6) 하나과학관 지하 110호,목(5-6),하나과학관,,
1513,보건과학대학,서울,KHPM307,0,전공선택,보건정책관리학부,보건정책학(영강),정혜주,3(3),월(2-4) 하나과학관 지하 109호,월(2-4),하나과학관,,
